run_id,domain,arm,category,fact_index,fact_text,verdict,evidence
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,8,"A main feature is: Cloud, hybrid runner, and on-premises server hosting",correct,"Cloud, Runner (hybrid), Server (on-prem)"
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,9,A main feature is: Autoscaling execution environments,correct,Autoscaling appears in the main features list as a bullet point
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,10,A main feature is: Build image registry and optimization tools,partial,"Build images / image registry ecosystem, Build optimization features, Docker Layer Caching"
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,11,"A main feature is: Integrations with GitHub, GitLab, Bitbucket, AWS, GCP, Azure, Kubernetes",partial,"Kubernetes support mentioned; GitHub, GitLab, Bitbucket, AWS, GCP, Azure not listed"
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,12,It integrates with: GitHub,not_addressed,
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,13,It integrates with: GitLab,not_addressed,
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,14,It integrates with: Bitbucket,not_addressed,
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,15,It integrates with: AWS,not_addressed,
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,16,It integrates with: GCP,not_addressed,
4da0d2b5-13c4-487e-a04f-00e05ac85b9f,circleci.com,deep-eve-gpt5.4,features,17,It integrates with: Azure,not_addressed,
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,0,A main feature is: Fin AI Agent for automated customer service resolution,correct,"Fin AI Agent as a core product: Answers email, live chat, phone, and more"
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,1,A main feature is: Shared inbox and ticketing system,correct,"Shared inbox, Ticketing system listed as key features under Essential plan"
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,2,A main feature is: Messenger for live chat and in-app messaging,correct,"Messenger, Live chat, In-app chats listed as core features across plans"
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,3,A main feature is: Workflows automation builder,correct,Workflows automation builder
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,4,A main feature is: Public and multilingual Help Center,correct,Public help center... Private help center... Multilingual help center
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,5,A main feature is: Pre-built reports and reporting,correct,Pre-built reports listed under Essential plan features
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,6,"A main feature is: Omnichannel support (email, chat, phone, SMS, WhatsApp)",partial,"SMS, WhatsApp, Phone listed as pay-as-you-go; email and chat included in plans"
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,7,A main feature is: Copilot AI assistant for agents in inbox,correct,Copilot: AI assistant for support agents in the inbox
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,8,A main feature is: SSO and identity management (Expert plan),correct,SSO and identity management listed under Expert plan features
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,9,A main feature is: HIPAA support (Expert plan),correct,HIPAA support listed under Expert plan features
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,10,A main feature is: Service level agreements (SLAs) on Expert plan,correct,"Expert includes everything in Advanced, plus: SSO and identity management... SLAs"
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,11,"A main feature is: Proactive Support: Posts, Checklists, Product Tours, Surveys",partial,"Proactive Support Plus: Product Tours, Surveys, Posts / in-app posts, Checklists"
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,12,A stated usage limit: Copilot free for 10 conversations per agent/month,correct,10 Copilot + 10 AI Auto-translation conversations per agent/month free
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,13,A stated usage limit: AI Auto-translation free for 10 conversations per agent/month,correct,10 Copilot + 10 AI Auto-translation conversations per agent/month free
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,14,A stated usage limit: Advanced plan includes 20 free Lite seats,correct,Advanced ... 20 included Lite seats
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,15,A stated usage limit: Expert plan includes 50 free Lite seats,correct,Expert...50 included Lite seats
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,16,It integrates with: Salesforce helpdesk integration supported,correct,Salesforce integration listed under Advanced plan features
a5ea854a-3dfe-4ad2-8e3f-edb3e6df8e4d,intercom.com,deep-eve-gpt5.4,features,17,It integrates with: Works with existing helpdesks (Fin standalone),partial,Works in Intercom plans and also with some external helpdesks
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,0,A main feature is: Serverless Postgres database with storage-compute separation,correct,"Serverless Postgres database, Storage-compute separation"
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,1,"A main feature is: Autoscaling CPU, memory, and storage to fit workload",partial,"Autoscaling listed as a feature, but CPU/memory/storage specifics not explicitly stated"
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,2,A main feature is: Instant git-like database branching with copy-on-write,correct,Instant copy-on-write branching
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,3,A main feature is: S3-compatible object storage that branches with projects,correct,S3-compatible object storage / Branches with the project/database
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,4,A main feature is: Managed Better Auth with users/sessions in Postgres,correct,Users/sessions stored in Postgres
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,5,"A main feature is: Serverless Functions without timeouts, close to database",partial,"Runs close to the database; supports long-running request/response workloads, streaming, WebSockets/SSE"
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,6,A main feature is: AI Gateway for frontier and open-source models via one API,partial,"One API/credential for multiple model providers, OpenAI-compatible paths and SDK support"
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,7,A main feature is: Point-in-time instant database restore without flat fees,partial,Instant restore / point-in-time recovery
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,8,A main feature is: Private networking via PrivateLink at no additional cost,partial,Private networking available... Private networking / AWS PrivateLink
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,9,A main feature is: Logs and metrics export to Datadog or OTel services,partial,Metrics/log export
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,10,A main feature is: Sensitive data anonymization for safe testing/sharing,not_addressed,
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,11,A main feature is: Automatic branch deletion when work is complete,partial,Ephemeral branches / TTL
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,12,"A stated usage limit: 15,000,000 Postgres databases started daily (platform scale)",not_addressed,
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,13,It integrates with: Databricks Platform (part of since May 2025),not_addressed,
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,14,It integrates with: Datadog for logs and metrics export,partial,Metrics/log export
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,15,It integrates with: OTel-compatible services for logs and metrics,partial,Metrics/log export
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,16,It integrates with: MCP clients connectable to Neon,not_addressed,
a303e356-363d-4702-beab-e1174ebb51c2,neon.tech,deep-eve-gpt5.4,features,17,It integrates with: Better Auth managed authentication,partial,"Managed Better Auth — Built-in authentication, Users/sessions stored in Postgres, Branch-aware auth state"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,0,A main feature is: Deploy to global CDN in seconds,partial,Host sites and apps on a: global CDN / edge network
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,1,A main feature is: Auto-deploy on every Git push with preview URLs,partial,"Deploy Previews for PRs/changes, rollback of deploys"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,2,A main feature is: Build APIs with serverless functions,correct,"Serverless Functions, Edge Functions, scheduled/background jobs, API endpoints"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,3,A main feature is: Instant databases and file storage,correct,"Netlify Database, Blob/file storage"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,4,A main feature is: Built-in identity and auth handling,correct,built-in Identity / auth listed under app primitives
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,5,A main feature is: AI Gateway to connect any major AI model,correct,"AI Gateway, access to AI models / inference"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,6,A main feature is: Agent Runners for AI-powered app prototyping,correct,Agent Runners for AI-powered app prototyping
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,7,A main feature is: Roll back any deploy in one click,partial,rollback of deploys
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,8,A main feature is: Automatic HTTPS and DDoS protection,correct,automatic HTTPS...DDoS protection...SSL...firewall traffic rules
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,9,A main feature is: Global edge network with 99.99% uptime,partial,"global CDN / edge network, production infrastructure with automatic HTTPS"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,10,"A main feature is: Drag-and-drop deploy, no login required",partial,drag-and-drop uploads
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,11,A main feature is: Manage secrets and env vars by team,partial,"shared environment variables, team access controls"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,12,It integrates with: Claude AI agent,partial,"AI-related capabilities: Agent Runners, AI Gateway, access to AI models / inference"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,13,It integrates with: Codex AI agent,not_addressed,
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,14,It integrates with: OpenAI (via AI Gateway),partial,"AI Gateway listed under AI-related capabilities, but OpenAI integration not explicitly mentioned"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,15,It integrates with: Git (GitHub implied via CLI/push workflow),correct,"Build and deploy from: Git, CLI, drag-and-drop uploads"
55ff567a-2fe9-42a4-99f3-edad23e70178,netlify.com,deep-eve-gpt5.4,features,16,It integrates with: Netlify CLI,correct,"Deploy from: AI agents / prompts, Git, CLI, drag-and-drop uploads"
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,0,A main feature is: NVIDIA and AMD Cloud GPUs for AI workloads,partial,"Cloud GPU listed as a product, but NVIDIA/AMD brands not mentioned"
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,1,A main feature is: VX1 Cloud Compute powered by AMD EPYC CPUs,partial,"Cloud Compute listed as a main product, but AMD EPYC or VX1 not mentioned"
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,2,A main feature is: Optimized Cloud Compute VMs with NVMe SSD,partial,"Cloud Compute listed as a main product, but NVMe SSD optimization not mentioned"
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,3,A main feature is: Standard Cloud Compute affordable VMs,partial,"Cloud Compute listed among Vultr's products, but 'affordable VMs' qualifier not mentioned"
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,4,A main feature is: Fully automated Bare Metal dedicated servers,partial,Bare Metal listed as a product but 'fully automated' qualifier not mentioned
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,5,A main feature is: Managed Kubernetes container orchestration,partial,"Kubernetes listed as a product, but not explicitly called 'Managed Kubernetes container orchestration'"
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,6,"A main feature is: Object, Block, and File System storage options",correct,"File System, Object Storage, Block Storage"
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,7,A main feature is: Managed Databases service,correct,Managed Databases listed explicitly in Vultr's current products
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,8,A main feature is: CDN and Load Balancers networking solutions,correct,CDN ... Load Balancers listed explicitly in Vultr's current products
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,9,A main feature is: 33 global data center regions,partial,Regions / datacenter locations
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,10,A main feature is: AI-powered Vultr Agent for cloud resource management,not_addressed,
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,11,A main feature is: Marketplace with plug-and-play SaaS applications,partial,Marketplace / one-click deployments
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,12,"It integrates with: AMD (EPYC, Instinct GPUs)",not_addressed,
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,13,It integrates with: NVIDIA (HGX B200 GPUs),not_addressed,
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,14,It integrates with: Backblaze storage,not_addressed,
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,15,It integrates with: Chainstack Blockchain Management,not_addressed,
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,16,It integrates with: NetApp storage solutions,not_addressed,
e04d7a2c-0c7b-474f-9f80-ff78fff61c8a,vultr.com,deep-eve-gpt5.4,features,17,It integrates with: Run:ai GPU orchestration,not_addressed,
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,0,A main feature is: Cross-border payments across 190+ countries and territories,correct,Coverage in 190+ countries and territories
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,1,A main feature is: Support for 70+ currencies,correct,Supports 70+ currencies
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,2,A main feature is: Multi-currency receiving accounts for global payments,correct,Local receiving accounts in multiple currencies
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,3,"A main feature is: Withdraw, hold multiple currencies, track balances",correct,"Hold 30+ currencies, Convert between balances, Withdraw to bank accounts in 190+ countries"
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,4,A main feature is: Corporate cards for global spending,correct,Corporate / commercial cards — Physical and virtual Mastercard cards — Issue many cards for team spend
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,5,A main feature is: Send payment requests or invoices to clients,correct,Payment requests and invoicing
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,6,A main feature is: Receive payments from marketplaces and integrated platforms,correct,Receive payouts from marketplaces and integrated platforms
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,7,A main feature is: Local currency receiving accounts,correct,Local receiving accounts in multiple currencies
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,8,A main feature is: Workforce Management solution,correct,"Workforce management: Employer of Record, Agent of Record, Contractor management"
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,9,A main feature is: Free transfers between Payoneer customer balances,incorrect,Move funds between balances: 0.50%
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,10,A main feature is: ACH bank debit payments (US only),correct,Faster ACH collection for US clients
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,11,A main feature is: Credit card payment acceptance,correct,Credit-card-funded receipts: Up to 3.99% + 0.49 USD or equivalent
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,12,A stated usage limit: Sales over $50K USD monthly require contacting Sales,not_addressed,
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,13,A stated usage limit: ACH bank debit available US only,partial,Faster ACH collection for US clients
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,14,A stated usage limit: PayPal payments available US only,partial,"Pay from Payoneer balance, ACH, eligible bank accounts, cards, and in some cases PayPal"
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,15,A stated usage limit: Product availability subject to customer eligibility and jurisdiction,correct,Product availability is subject to eligibility. Not all products are available in all jurisdictions
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,16,It integrates with: Marketplaces and integrated platforms (fees vary),correct,Receive payouts from marketplaces and integrated platforms
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,17,It integrates with: PayPal (US only),partial,"Pay from Payoneer balance, ACH, eligible bank accounts, cards, and in some cases PayPal"
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,18,It integrates with: EU and UK bank accounts,not_addressed,
36daed9f-3f3e-4de9-b38c-123f6875b431,payoneer.com,deep-eve-gpt5.4,features,19,It integrates with: Accounting software integration (mentioned in footer),correct,Accounting integrations listed under Business growth tools
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,0,A main feature is: Multichannel campaign automation and customer journey builder,partial,"SMS marketing, WhatsApp marketing, push notifications, email marketing — multichannel listed but no explicit 'journey bu"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,1,"A main feature is: Email, SMS, WhatsApp transactional messaging via SMTP and API",correct,"Transactional messaging: email, SMS, and WhatsApp triggered via API/SMTP/webhooks."
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,2,A main feature is: Drag-and-drop email editor with responsive templates,partial,"drag-and-drop editor, templates"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,3,A main feature is: AI content generator for subject lines and email copy,partial,"AI content generation listed under AI features/Aura, without specifying subject lines"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,4,"A main feature is: Advanced segmentation with demographics, behavior, custom events",partial,"AI segmentation listed, but no mention of demographics, behavior, or custom events"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,5,A main feature is: Marketing automation with unlimited multi-step workflows,not_addressed,
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,6,A main feature is: A/B testing for subject lines and content variants,partial,"A/B testing, analytics listed under email marketing, but content variants not specified"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,7,A main feature is: Web and event tracking to trigger messages and segments,not_addressed,
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,8,"A main feature is: Contact scoring based on engagement, purchases, behaviors",partial,Scoring library
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,9,A main feature is: AI segmentation and AI Data Analyst (Aura AI),correct,"AI segmentation, AI data analyst"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,10,"A main feature is: Custom loyalty engine with points, tiers, and rewards",partial,"Loyalty: points/tier-based loyalty, rewards, targeted offers, dashboards."
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,11,"A main feature is: 150+ integrations including Shopify, WordPress, Stripe, Zapier",correct,"150+ integrations including Shopify, WordPress, Stripe, Zapier, etc."
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,12,A stated usage limit: Free plan: up to 300 emails per day,correct,users can send up to 300 emails per day
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,13,"A stated usage limit: Starter: from 5,000 emails per month",correct,"Starter plan — Includes from 5,000 emails per month"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,14,"A stated usage limit: Professional: from 150,000 emails per month",correct,"Professional plan includes from 150,000 emails per month"
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,15,A stated usage limit: Standard: 1 landing page included,not_addressed,
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,16,A stated usage limit: Professional: 10 seats included,correct,Professional plan... 10 seats included for multi-user access.
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,17,A stated usage limit: Deliverability Specialist support: 3 hours per year (Professional),not_addressed,
5a9485dd-08e5-4312-8b77-5c38ff27f8d7,brevo.com,deep-eve-gpt5.4,features,18,A stated usage limit: Free plan: 500 contacts included,not_addressed,
