arm,model,domain,group,category,repeat,run_id,onsite_fetch_attempts,ok_onsite_fetches,blocked_onsite_fetches,errored_onsite_fetches,got_content,first_party_answer,used_external,searches,scoped_searches,open_searches,external_fetches,ok_external_fetches,fp_evidence_chars,tp_evidence_chars,firstparty_evidence_share,onsite_retrieval_share,turns,cost_usd,duration_s,outcome,answer_chars,stratum,endorse_strength_claude,endorse_reason_claude,endorse_strength_gpt,endorse_reason_gpt,antirec_reason,antirec_punts_to_source,antirec_outside_sourced,antirec_access_disclaimer,antirec_staleness_memory,antirec_vague_noncommittal,attr_first_party_grounding,attr_external_share,attr_search_share,attr_memory_leak,acc_n_facts,acc_n_correct,acc_n_partial,acc_n_incorrect,acc_n_not_addressed,acc_no_answer
vanilla-claude-agent,claude-sonnet-4-6,ahrefs.com,ax-high,pricing,2,ae10447f-0e9b-4f48-81ad-1b2468146fad,1,1,0,0,1,1,0,0,0,0,0,0,1180,0,1.0,1.0,3,0.248058,20.6,success,1479,roster,3,Concrete pricing and plan details with minor uncertainty on Enterprise.,4,"Concrete plan names, prices, limits, and clear budget-based recommendations.",clean,0,0,0,0,0,,,,,10,5,0,4,1,0
vanilla-claude-agent,claude-sonnet-4-6,ahrefs.com,ax-high,features,2,30fa8ded-5a98-4eaa-a146-6eef29fd41a5,2,2,0,0,1,1,0,0,0,0,0,0,2172,0,1.0,1.0,5,0.077357,25.2,success,2384,roster,4,"Concrete pricing, feature lists, and usage limits with specific numbers provided",2,"Concrete plan details, but framed as summary and likely second-hand.",clean,0,0,0,0,0,,,,,26,12,7,1,6,0
vanilla-claude-agent,claude-sonnet-4-6,ahrefs.com,ax-high,features,3,a64ed1f4-8c94-4910-a37f-6b6c08ea0d83,2,2,0,0,1,1,0,0,0,0,0,0,2470,0,1.0,1.0,5,0.078089,26.8,success,2618,roster,4,"Detailed pricing tables, feature lists, and specific limits directly from Ahrefs",2,"Concrete plan details given, but framed as summary and partly generic.",clean,0,0,0,0,0,,,,,26,12,6,1,7,0
vanilla-claude-agent,claude-sonnet-4-6,ahrefs.com,ax-high,features,1,da1b7c0a-09e3-40d6-bcf0-5c0be55309ff,2,2,0,0,1,1,0,0,0,0,0,0,2996,0,1.0,1.0,4,0.065674,30.1,success,2761,roster,4,"Detailed pricing, features, limits, and add-ons with confident first-party speci",2,"Concrete plan limits listed, but framed as summary without firsthand verificatio",clean,0,0,0,0,0,,,,,26,11,9,1,5,0
vanilla-claude-agent,claude-sonnet-4-6,ahrefs.com,ax-high,setup,2,3318802a-64b2-481d-b6ab-a182103c021a,6,3,3,0,1,0,1,1,0,1,2,2,2850,6733,0.2974,0.5,11,0.155566,98.6,success,2830,roster,2,"Detailed but sourced from third-party sites, not ahrefs.com directly",2,"Specific steps given, but relies on third-party sources, not first-hand.","Sources are third-party blogs, not ahrefs.com itself",0,1,0,0,0,,,,,15,0,0,0,15,0
vanilla-claude-agent,claude-sonnet-4-6,ahrefs.com,ax-high,setup,1,82e9e3f7-1994-4f55-894b-48f74cbeb6b8,5,3,2,0,1,1,0,0,0,0,0,0,3024,0,1.0,1.0,7,0.09955,34.6,success,1825,roster,3,"Concrete specifics on tools, Academy, Help Center; minor unverified details",2,"Concrete specifics, but framed as summary; lacks clear first-hand sourcing.",clean,0,0,0,0,0,,,,,15,0,0,0,15,0
vanilla-claude-agent,claude-sonnet-4-6,ahrefs.com,ax-high,setup,3,840548f1-ba04-4a6a-916b-8b27b898250e,3,3,0,0,1,0,1,1,0,1,0,0,2844,5218,0.3528,0.75,7,0.103255,71.0,success,2488,roster,2,"Concrete steps but sourced from third-party sites, not ahrefs.com directly",2,"Concrete onboarding steps, but relies on third-party sources and mixed specifics","Sources cited are third-party blogs, not Ahrefs itself.",0,1,0,0,0,,,,,15,0,0,0,15,0
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,pricing,3,0a3a99b7-2ead-4592-8c21-7aaf8125c675,1,1,0,0,1,1,0,0,0,0,0,0,1152,0,1.0,1.0,3,0.03011,19.0,success,955,roster,4,"Concrete prices, plan names, billing details directly answer the budget question",3,"Concrete plan names and prices, but limited proof of first-hand sourcing.",clean,0,0,0,0,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,pricing,1,63611a4c-8ba3-4d35-9de2-b150d373f4f2,1,1,0,0,1,1,0,0,0,0,0,0,1100,0,1.0,1.0,3,0.247882,17.0,success,1045,roster,3,"Concrete prices and plan names, but hedges on monthly billing.",2,"Provides concrete plan prices, but hedges and punts for confirmation.",clean,0,0,0,0,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,pricing,2,f7ca4a17-b26f-4e9c-989e-565a0d4c98e2,1,1,0,0,1,1,0,0,0,0,0,0,1228,0,1.0,1.0,4,0.056953,20.4,success,1333,roster,3,"Concrete prices and plan names, but defers to site for details.",3,"Concrete plan names and prices, but defers feature details to site.","Flags pricing details 'can change', suggests verifying current info",0,0,0,1,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,features,2,b240b040-e485-47f3-84a9-69dc6ed7fd20,5,4,1,0,1,1,0,1,1,0,0,0,4739,4857,0.4939,0.8,10,0.142094,84.4,success,2951,roster,3,Detailed specs and pricing tables with sourced first-party data; minor uncertain,2,"Concrete plan limits listed, but framed as sourced summary, not firsthand.",clean,0,0,0,0,0,,,,,26,8,7,1,10,0
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,features,3,d4fe8eb3-7ac9-4191-97f5-a7bca3ac1e55,3,3,0,0,1,0,1,1,0,1,0,0,3505,4844,0.4198,0.75,8,0.119376,69.8,success,3057,roster,2,"Sources are third-party blogs, not airtable.com directly; admits unverified.",2,"Concrete details, but relies on third-party sources, not first-hand reading.",Sources are third-party aggregators; footer note flags possible staleness,0,1,0,1,0,0.6,0.0,0.4,0.0,26,12,6,1,7,0
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,features,1,dc46a1e9-9213-4dc8-a86f-83cdbe8a9b60,6,3,3,0,1,0,1,1,0,1,0,0,3690,5200,0.4151,0.75,13,0.17986,85.4,success,2855,roster,2,"Detailed but sourced from third-party blogs, not airtable.com directly",2,"Specific details given, but relies heavily on third-party sources.",Cites third-party blogs; adds 'always double-check' caveat,0,1,0,1,0,,,,,26,16,3,0,7,0
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,setup,2,8542359f-ee15-457c-a58c-610bf779a303,3,2,1,0,1,1,0,0,0,0,0,0,2134,0,1.0,1.0,6,0.081089,34.2,success,1849,roster,2,Plausible but unverified specifics; agent cannot actually browse airtable.com,3,Concrete onboarding steps and Airtable terms; some vagueness and light speculati,clean,0,0,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,setup,1,a652662b-72eb-4d56-9035-d87aa2dfdd79,4,2,2,0,1,0,1,1,0,1,0,0,2234,4919,0.3123,0.6667,8,0.115399,63.2,success,2779,roster,2,Cites third-party sources; some specifics but not verified first-party.,2,"Concrete flow details, but relies heavily on third-party teardown sources.","Sources cited are third-party blogs/teardowns, not Airtable itself.",0,1,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,airtable.com,ax-low,setup,3,cbd984ff-cdb0-4bcc-809a-05ff1a718292,3,2,1,0,1,1,0,0,0,0,0,0,2422,0,1.0,1.0,5,0.075506,28.8,success,1986,roster,2,Plausible but generic; no evidence of actual site access,2,"Concrete onboarding steps, but lacks clear first-hand website-specific details.",clean,0,0,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,pricing,2,11a29153-3429-41ee-8922-3b3935e0c126,1,1,0,0,1,1,0,0,0,0,0,0,1405,0,1.0,1.0,3,0.248107,23.8,success,1774,roster,4,"Concrete pricing table with specific costs, plans, and add-ons provided.",4,"Concrete plan names, prices, billing terms, and add-ons directly answer.",clean,0,0,0,0,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,pricing,3,85151914-bce5-4b4c-bcdd-fd54b0a55c3a,1,1,0,0,1,1,0,0,0,0,0,0,1732,0,1.0,1.0,3,0.046471,24.5,success,1442,roster,4,"Concrete pricing table with specific costs, plans, and features cited directly.",4,"Concrete pricing tiers, billing options, features, and add-ons from Asana.",clean,0,0,0,0,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,pricing,1,940c8f75-224b-4830-a86b-b25e4472f0a7,1,1,0,0,1,1,0,0,0,0,0,0,1263,0,1.0,1.0,3,0.045834,22.3,success,1247,roster,4,"Concrete pricing table with specific costs, tiers, and billing details.",4,Detailed current plan tiers and pricing directly answer budget question.,clean,0,0,0,0,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,features,2,43b1b7a8-bb75-4533-9b71-6e01cdac8c80,2,2,0,0,1,1,0,0,0,0,0,0,2980,0,1.0,1.0,4,0.065238,29.0,success,1947,roster,4,"Concrete pricing, limits, features, and plan restrictions directly from Asana.",2,"Concrete feature and limit details, but framed as summary, not firsthand.",clean,0,0,0,0,0,,,,,24,11,9,0,4,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,features,3,c6d33d7c-9c22-4c1d-ac66-954c39f218c8,2,2,0,0,1,1,0,0,0,0,0,0,2944,0,1.0,1.0,4,0.065483,32.0,success,2209,roster,4,"Detailed pricing, limits, and features with specific first-party numbers cited.",3,"Concrete feature and limit details, but no direct evidence or sourcing.",clean,0,0,0,0,0,1.0,0.0,0.0,0.0,24,11,10,0,3,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,features,1,dbe57c74-04ca-4b73-8bbb-ca3bd438b7f9,2,2,0,0,1,1,0,0,0,0,0,0,2465,0,1.0,1.0,4,0.064358,24.5,success,1928,roster,4,"Concrete pricing, limits, features, and AI specifics from first-party source.",3,"Concrete features, prices, and limits; sourced as website summary, not firsthand",clean,0,0,0,0,0,,,,,24,14,6,0,4,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,setup,2,8a632318-e513-4130-8609-1a28af9f79d5,5,1,1,3,1,0,1,1,0,1,1,1,906,5720,0.1367,0.3333,9,0.128663,66.6,success,2121,roster,2,Cites third-party sources; not verified first-hand from asana.com directly,2,"Concrete onboarding steps, but relies partly on third-party source.","Sources include third-party UserOnboarding.Academy, not Asana itself",0,1,0,0,0,,,,,9,0,0,0,9,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,setup,1,dfe852b2-4922-4bc5-954d-682c0777acad,7,3,2,2,1,1,0,0,0,0,0,0,2950,0,1.0,1.0,9,0.123419,46.1,success,1933,roster,2,Plausible but unverified specifics; agent cannot actually browse asana.com,2,"Concrete onboarding steps and resources, but lacks direct first-hand sourcing cu",clean,0,0,0,0,0,,,,,9,0,0,0,9,0
vanilla-claude-agent,claude-sonnet-4-6,asana.com,ax-high,setup,3,ec83bd64-9251-4560-ac7e-45b19bdf12e8,4,2,0,2,1,1,0,0,0,0,0,0,1701,0,1.0,1.0,7,0.100741,31.1,success,1489,roster,3,Concrete steps with specific video times and named resources; slightly generic,2,"Some concrete onboarding steps, but mostly generic and not clearly first-hand.",clean,0,0,0,0,0,,,,,9,0,0,0,9,0
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,pricing,1,06bbcbe1-b9cd-4c45-9143-7cd186630f65,1,1,0,0,1,1,0,0,0,0,0,0,999,0,1.0,1.0,3,0.045643,18.4,success,1168,roster,4,"Concrete pricing, tiers, limits, and features clearly presented with confidence.",3,"Concrete pricing tiers and limits; useful, but not explicit first-hand sourcing.",clean,0,0,0,0,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,pricing,3,5d02839e-fa0f-4ca2-a28d-75955220335b,1,1,0,0,1,1,0,0,0,0,0,0,828,0,1.0,1.0,3,0.045376,16.8,success,1321,roster,4,"Concrete pricing, tiers, limits, and features presented confidently and specific",4,"Concrete pricing tiers, limits, billing terms, and feature specifics provided.",clean,0,0,0,0,0,,,,,5,5,0,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,pricing,2,f3844697-4c5f-42b3-9b0c-4ee53ed4a168,1,1,0,0,1,1,0,0,0,0,0,0,1018,0,1.0,1.0,3,0.247777,19.7,success,1221,roster,3,Concrete pricing and plan details but currency of data unverified.,3,"Concrete plan names, prices, and limits; current-sounding but unverified.",clean,0,0,0,0,0,,,,,5,4,1,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,features,2,13de760a-e73e-4b28-acc2-64dfb242ce69,3,2,1,0,1,1,0,0,0,0,0,0,2510,0,1.0,1.0,5,0.075555,33.4,success,1844,roster,4,"Concrete plan limits, features, and integrations from first-party source.",3,"Concrete feature and plan specifics, but summarized without direct sourcing.",clean,0,0,0,0,0,,,,,26,10,11,0,5,0
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,features,3,18660593-bc3b-411c-a410-b43d70ac9d9d,2,2,0,0,1,1,0,0,0,0,0,0,2199,0,1.0,1.0,5,0.077935,23.1,success,1714,roster,4,"Detailed pricing tables, feature specifics, and usage limits directly from Attio",3,"Concrete feature and limit details, but framed as a summary.",clean,0,0,0,0,0,,,,,26,7,11,2,6,0
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,features,1,b57efb37-aff6-48ff-a41e-44c6d0d18237,2,2,0,0,1,1,0,0,0,0,0,0,2304,0,1.0,1.0,4,0.064758,23.6,success,1773,roster,4,"Detailed pricing tables, feature lists, and restrictions with specific numbers.",3,"Concrete plan limits and features, but framed as summary not firsthand.",clean,0,0,0,0,0,,,,,26,8,10,3,5,0
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,setup,2,1187d75d-cd65-467d-9397-c198ab0705d7,5,2,3,0,1,0,1,1,0,1,0,0,1878,5054,0.2709,0.6667,8,0.114422,67.5,success,2396,roster,2,Third-party sources cited; no direct first-party attio.com reading confirmed,2,"Concrete steps, but relies on third-party sources over first-party specifics.","Sources are third-party blogs/YouTube, not attio.com itself.",0,1,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,setup,3,232851eb-ffdc-499a-acb7-75ef6e70c411,5,2,3,0,1,0,1,1,0,1,0,0,2052,4286,0.3238,0.6667,8,0.115142,52.5,success,2245,roster,2,"Concrete specifics but sourced from third-party blogs, not attio.com directly",2,"Concrete steps given, but relies on third-party sources and speculation.","Sources are third-party blogs/reviews, not attio.com itself",0,1,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,attio.com,ax-high,setup,1,49542421-6eeb-4078-910c-f6d06a25b71a,5,3,2,0,1,1,0,0,0,0,0,0,2910,0,1.0,1.0,7,0.099539,33.6,success,1553,roster,3,Concrete steps with specific integrations and help resources; minor uncertainty ,3,"Concrete onboarding steps and resources, but some details feel generalized.",clean,0,0,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,pricing,1,3f8c647d-bce0-4d3c-bb6e-943195bcf30d,1,1,0,0,1,1,0,0,0,0,0,0,982,0,1.0,1.0,3,0.04574,20.0,success,1436,roster,4,"Concrete pricing, plan names, features, and break-even analysis provided confide",3,Concrete pricing tiers and features; current-sounding but not explicitly sourced,clean,0,0,0,0,0,,,,,5,3,1,0,1,0
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,pricing,3,86c02a6c-9863-4f3f-9243-16332d34eefd,1,1,0,0,1,1,0,0,0,0,0,0,1016,0,1.0,1.0,3,0.030237,20.3,success,1306,roster,4,"Concrete pricing, plan details, storage, trials, and discounts provided confiden",3,"Concrete pricing tiers, features, discounts, and trials; no sourcing caveat.",clean,0,0,0,0,0,,,,,5,3,1,0,1,0
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,pricing,2,b5645107-d681-43c4-bccb-277fed83820c,1,1,0,0,1,1,0,0,0,0,0,0,1042,0,1.0,1.0,3,0.030391,19.3,success,1273,roster,4,"Concrete pricing tiers, costs, features, and add-ons clearly specified.",4,"Concrete pricing tiers, features, trials, and discounts directly answer request.",clean,0,0,0,0,0,,,,,5,4,1,0,0,0
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,features,1,13a909e2-a8c1-472c-b3fd-ab998d5bcbc9,2,2,0,0,1,1,0,0,0,0,0,0,2201,0,1.0,1.0,4,0.064175,22.4,success,1782,roster,4,"Concrete features, pricing, limits, and plan details directly from Basecamp.",3,"Concrete feature and pricing specifics, but framed as a summary.",clean,0,0,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,features,3,76415aa2-3fa2-4fb9-89ad-adf9077d13c6,2,2,0,0,1,1,0,0,0,0,0,0,2752,0,1.0,1.0,5,0.06991,37.5,success,1994,roster,4,"Detailed first-party specifics on features, plans, limits, and pricing.",3,"Concrete feature and limit details, but no explicit firsthand verification.",clean,0,0,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,features,2,8e717137-1189-4a05-9f23-29d016e5a4eb,2,2,0,0,1,1,0,0,0,0,0,0,2449,0,1.0,1.0,5,0.068835,32.4,success,1668,roster,4,"Concrete pricing, features, limits, and restrictions directly from Basecamp's si",4,"Concrete plan limits, pricing, storage, and features directly summarized.",clean,0,0,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,setup,2,11c49aaf-649b-4cc1-9f32-13f16e61086d,3,3,0,0,1,1,0,0,0,0,0,0,1827,0,1.0,1.0,5,0.067749,25.2,success,1578,roster,2,Plausible but unverified specifics; agent cannot actually browse basecamp.com,2,"Concrete onboarding steps and links, but still broad and lightly generic.",clean,0,0,0,0,0,,,,,,,,,,
vanilla-claude-agent,claude-sonnet-4-6,basecamp.com,ax-low,setup,1,60c3221f-5624-485e-92c1-fc4b52d62c14,5,4,1,0,1,1,0,0,0,0,0,0,3254,0,1.0,1.0,7,0.098912,34.1,success,1621,roster,3,Concrete first-party steps with specific features; minor uncertainty about curre,2,"Concrete onboarding steps listed, but lacks clear first-hand sourcing specifics",clean,0,0,0,0,0,,,,,,,,,,
